v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
  1173.000000                     0.000285          0.044176
  1174.000000                     0.000257          0.039853
  1175.000000                     0.000231          0.035867
  1176.000000                     0.000208          0.032289
  1177.000000                     0.000188          0.029133
  1178.000000                     0.000170          0.026378
  1179.000000                     0.000155          0.023988
  1180.000000                     0.000141          0.021921
  1181.000000                     0.000130          0.020135
  1182.000000                     0.000120          0.018592
  1183.000000                     0.000111          0.017256
  1184.000000                     0.000104          0.016097
  1185.000000                     0.000097          0.015091
  1186.000000                     0.000092          0.014214
  1187.000000                     0.000087          0.013450
  1188.000000                     0.000082          0.012781
  1189.000000                     0.000079          0.012196
  1190.000000                     0.000075          0.011683
  1191.000000                     0.000072          0.011233
  1192.000000                     0.000070          0.010838
  1193.000000                     0.000068          0.010492
  1194.000000                     0.000066          0.010189
  1195.000000                     0.000064          0.009924
  1196.000000                     0.000063          0.009694
  1197.000000                     0.000061          0.009494
  1198.000000                     0.000060          0.009321
  1199.000000                     0.000059          0.009174
  1200.000000                     0.000058          0.009050
  1201.000000                     0.000058          0.008946
  1202.000000                     0.000057          0.008862
  1203.000000                     0.000057          0.008796
  1204.000000                     0.000056          0.008747
  1205.000000                     0.000056          0.008714
  1206.000000                     0.000056          0.008696
  1207.000000                     0.000056          0.008692
  1208.000000                     0.000056          0.008701
  1209.000000                     0.000056          0.008724
  1210.000000                     0.000056          0.008760
  1211.000000                     0.000057          0.008808
  1212.000000                     0.000057          0.008868
  1213.000000                     0.000058          0.008941
  1214.000000                     0.000058          0.009025
  1215.000000                     0.000059          0.009122
  1216.000000                     0.000060          0.009231
  1217.000000                     0.000060          0.009352
  1218.000000                     0.000061          0.009486
  1219.000000                     0.000062          0.009633
  1220.000000                     0.000063          0.009793
  1221.000000                     0.000064          0.009967
  1222.000000                     0.000065          0.010155
  1223.000000                     0.000067          0.010357
  1224.000000                     0.000068          0.010575
  1225.000000                     0.000070          0.010809
  1226.000000                     0.000071          0.011060
  1227.000000                     0.000073          0.011330
  1228.000000                     0.000075          0.011618
  1229.000000                     0.000077          0.011926
  1230.000000                     0.000079          0.012256
  1231.000000                     0.000081          0.012608
  1232.000000                     0.000084          0.012985
  1233.000000                     0.000086          0.013389
  1234.000000                     0.000089          0.013820
  1235.000000                     0.000092          0.014283
  1236.000000                     0.000095          0.014778
